inhal,DB update status,Curator,level1,level2,level3,level4,level5,level6,level7,level8,PARENT TERMS (optional),HAS_FOR,TERM,DEFINITION,Mapping,EXACT SYNONYMS,BROAD SYNONYMS,NARROW SYNONYMS,RELATED SYNONYMS,DB_SYNONYMS,ASSOCIATED PROCESS,ASSOCIATED ROLE,ASSOCIATED PHYSIOLOGICAL EFFECT,ASSOCIATED BIOLOGICAL LOCATION,TERM SOURCE,ORIGINAL_DEFINITION_SOURCE,SOURCE_OF_DEFINITION,COMMENT,SUGGESTED MAIN TERM
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Male Reproductive System Disorder,,,,,,Impotence,A disorder characterized by the inability in a man to achieve an erection or orgasm.,penis,Erectile dysfunction; ED,,,,,,,,,human-phenotype-ontology,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Female Reproductive System Disorder; Male Reproductive System Disorder,,,,,,Infertility,A disorder characterized by the inability to reproduce by natural means.,,,,,,,,,,,human-phenotype-ontology,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Female Reproductive System Disorder,,,,,,Intrahepatic cholestasis of pregnancy,A disorder characterized by a reversible form of cholestasis that occurs most often in the third trimester of pregenancy.,liver,ICP; Obstetric cholestasis,,,,,,,,,HMDB,,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Integumenary System Disorder,Breast Disorder,,,,,Lactation disorder,A disorder characterized by disturbances of milk secretion. It is not necessarily related to pregnancy that is observed in females and can be observed in males. (NCI CTCAE),,,,,,,,,,,,NCI CTCAE,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Female Reproductive System Disorder,,,,,,Maternal hypertension,A disorder characterized as the development of new hypertension in a pregnant woman after 20 weeks' gestation without the presence of protein in the urine or other signs of pre-eclampsia.,,,,,,,,,,,human-phenotype-ontology,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Observation,,,,,,,Miscarriage,A natural death of an embryo or fetus before it is able to survive independently.,,Spontaneous abortion; Pregnancy loss,,,,,,,,,human-phenotype-ontology,,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Male Reproductive System Disorder,,,,,,Oligospermia,A disorder characterized by a decrease in the number of spermatozoa in the semen. (NCI CTCAE),semen; spermatozoa,Male infertility,,,,,,,,,,NCI CTCAE,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Female Reproductive System Disorder,Ovarian Disorder,,,,,Ovarian cyst,A disorder characterized as a fluid-filled sac within the ovary.,ovary,,,,,,,,,,human-phenotype-ontology,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Female Reproductive System Disorder; Hematological System Disorder,Ovarian Disorder; Hemorrhagic Disorder,,,,,Ovarian Hemorrhage,A disorder chracterized by heavy bleeding of the ovaries.,ovary,hemorrage of the ovary,,,,,,,,,,NCI thesaurus,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,General or Non-Specific Disorder,,,,,,,Pelvic pain,A disorder characterized by marked discomfort sensation in the pelvis. (NCI CTCAE),pelvis,pain in the pelvis,,,,,,,,,,NCI CTCAE,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Female Reproductive System Disorder,Ovarian Disorder,,,,,Polycystic ovary syndrome,"A syndrome characterized by hyperandrogenism, polycystic ovaries, hirsutism, oligomenorrhea or amenorrhea, anovulation and excessive body weight. (DO)",ovary,PCOS; Polycystic ovary disease; Polycystic ovaries,,,,DOID:11612,,,,,HMDB,Disease Ontology (DO),,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Observation,,,,,,,Pregnancy,A time period during which one or more offspring develops within a woman.,,Ambulant pregnancy; Gestation,,,,,,,,,HMDB,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Male Reproductive System Disorder,,,,,,Prostatitis,A disorder characterized as a swelling and inflammation of the prostate gland.,prostate gland,,,,,,,,,,human-phenotype-ontology,,,,
Modify,8-Nov-17,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Nervous System Disorder; Hematological System Disorder,CNS Disorder,,,,,Stroke,A disorder characterized by a sudden loss of sensory function due to an intracranial vascular event. (NCI CTCAE),brain; blood vessel,cerebrovascular accident; CVA; cerebrovascular insult; CVI.,,,,,,,,,HMDB,NCI CTCAE,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Respiratory Tract Disorder,,,,,Supradiaphragmatic malignancy,A disorder characterized by a disease or abnormal growth above the diaphragm.,diaphragm,supradiaphragmatic disease.,,,,,,,,,HMDB,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder; Molecular Disorder,Genetic Disorder,Inborn Error of Metabolism,,,,,Tay-Sachs disease,"An autosomal recessive (Gene HEXA) progressive neurodegenerative disorder which, in the classic infantile form, is usually fatal by age 2 or 3 years.",neuron,Sphingolipidosis; Hexosaminidase A deficiency; GM2 gangliosidosis; TSD,,,Sandhoff disease,,,,,,,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Integumenary System Disorder,Breast Disorder,,,,,Gynecomastia,A disorder characterized by excessive development of the breasts in males. (NCI CTCAE),breast,Enlarged Male Breast Tissue; Enlarged breasts in men,,,,,,,,,,NCI CTCAE,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Female Reproductive System Disorder,,,,,,Irregular menstruation,A disorder characterized by irregular cycle or duration of menses. (NCI CTCAE),,,,,,,,,,,,NCI CTCAE,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Female Reproductive System Disorder; Hematological System Disorder,Hemorrhagic Disorder,,,,,Menorrhagia,A disorder characterized by abnormally heavy vaginal bleeding during menses. (NCI CTCAE),,Heavy Menstrual Bleeding,,,,,,,,,,NCI CTCAE,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Female Reproductive System Disorder,Ovarian Disorder,,,,,Premature menopause,"A disorder characterized by ovarian failure before the age of 40. Symptoms include hot flashes, night sweats, mood swings and a decrease in sex drive. (NCI CTCAE)",ovary,,,,,,,,,,,NCI CTCAE,,,
Modify,8-Nov-17,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder; Immune System Disorder,Respiratory Tract Disorder,,,,,Allergic rhinitis,"A rhinitis that is an allergic inflammation and irritation of the nasal airways involving sneezing, runny nose, nasal congestion, itching and tearing of the eyes caused by exposure to an allergen such as pollen, dust, mold, animal dander and droppings of cockroaches or house dust mites.",,Allergic rhinitis (DOID:4481),,,,,,,,,,Disease Ontology (DO),,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Respiratory Tract Disorder,,,,,Asthma,"A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has symptom recurring periods of wheezing (a whistling sound while breathing), has symptom chest tightness, has symptom shortness of breath, has symptom mucus production and has symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety. (DO)",bronchus,,,,,DOID:2841,,,,,HMDB,Disease Ontology (DO),,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Respiratory Tract Disorder,,,,,Chronic rhinitis,"A rhinitis which is persistent and long-lasting. It may occur with diseases such as syphilis, tuberculosis, rhinoscleroma, rhinosporidiosis, leishmaniasis, blastomycosis, histoplasmosis, and leprosy, all of which are characterized by the formation of inflamed lesions (granulomas) and the destruction of soft tissue, cartilage, and bone. Chronic rhinitis causes nasal obstruction, pus-filled discharge from the nose, and frequent bleeding. (DO)",,,,,,DOID:8252,,,,,,Disease Ontology (DO),,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Respiratory Tract Disorder,,,,,Chronic sinusitis,A disorder characterized by inflammation of the sinuses for several weeks or months.,sinus,,,,,,,,,,human-phenotype-ontology,,,,
Modify,21-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Pulmonary Disorder,,,,,Congested lungs,"A disorder characterized by distention of blood vessels in the lungs and filling of the alveoli (air sacks) with blood as a result of an infection, high blood pressure, or cardiac insufficiencies (i.e., inability of the heart to function adequately).",lung,,,,,,,,Congenital disorder,,T3DB,Encyclopedia Britannica,,,
Modify,21-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder; Molecular Disorder,Genetic Disorder,Inborn Error of Metabolism,,,,,Cystic fibrosis,"An autosomal recessive (Gene CFTR) disease that is characterized by the buildup of thick, sticky mucus that can damage many organs. (DO); The secretions of exocrine glands are abnormal, resulting in excessively viscid mucus production that causes obstruction of passageways, including pancreatic and bile ducts, intestines, and bronchi. Symptoms usually appear in childhood, and include meconium ileus, poor growth despite good appetite, malabsorption and foul bulky stools, chronic bronchitis with cough, recurrent pneumonia, bronchiectasis, emphysema, clubbing of the fingers, and salt depletion in hot weather secondary to increased sodium and chloride concentration in sweat. (NCI)",pancreatic duct; bile duct; intestine; bronchus,CF; Mucoviscidosis; Mucovoidosis; Cystic Fibrosis (NCI:C2975),,,,DOID:1485,,,,,HMDB,Disease Ontology (DO); NCI thesaurus,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Pulmonary Disorder,,,,,Emphysema,A long-term progressive disease of the lungs due to over-inflation of the alveoli.,alveolus,,,,,,,,,,human-phenotype-ontology,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Pulmonary Disorder,,,,,Lung damage,A disorder characterized by any variety of factors affecting the function of the lungs.,lung,damage to the lung; damage of the lung,,,,,,,,,T3DB,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Female Reproductive System Disorder; Hematological System Disorder,Hemorrhagic Disorder,,,,,Obstetrical hemorrhage,"A disorder chracterized by heavy bleeding during pregnancy, labor, or the postpartum period.",,Postpartum hemorrhage; Maternal hemorrhage; Obstetrical bleeding,,,,,,,,,HMDB,,,,
,,Naama,Physiological Effect,Health Effect,bre,System Disorder,Respiratory System Disorder,Pulmonary Disorder,,,,,Pneumoconiosis,An interstitial lung disease that is caused by the inhalation of dust. (DO),lung,,,,,DOID:10316,,,,,HMDB,Disease Ontology (DO),,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Pulmonary Disorder,,,,,Pneumonia,"A lung disease that involves lung parenchyma or alveolar inflammation and abnormal alveolar filling with fluid (consolidation and exudation). It results from a variety of causes including infection with bacteria, viruses, fungi or parasites, and chemical or physical injury to the lungs. It is accompanied by fever, chills, cough, and difficulty in breathing. (DO)",lung,,,,,DOID:552,,,,,HMDB,Disease Ontology (DO),,,
Modify,8-Nov-17,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Pulmonary Disorder,,,,,Pneumothorax,A disorder characterized by abnormal presence of air in the pleural cavity resulting in the collapse of the lung. (NCI CTCAE),lung; pleural cavity,collapsed lung,,,,,,,,,,NCI CTCAE,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Respiratory Tract Disorder,,,,,Primary ciliary dyskinesia,"A ciliopathy that is characterized by impaired function of the cilia lining the respiratory tract (lower and upper, sinuses, Eustachian tube, middle ear) and fallopian tube. (DO)",respiratory tract; fallopian tube,Kartagener Syndrome; Primary ciliary syndrome,,,,DOID:9562,,,,,HMDB,Disease Ontology (DO),,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Pulmonary Disorder,,,,,Pulmonary Dysfunction,A disorder characterized as a lack of normal function of the lungs,lung,lung dysfunction; dysfunctionate lung,,,,,,,,,,NCI thesaurus,,,
Modify,21-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Pulmonary Disorder,,,,,Pulmonary edema,Accumulation of fluid in the lung tissues causing disturbance of the gas exchange that may lead to respiratory failure. It is caused by direct injury to the lung parenchyma or congestive heart failure. (NCI),lung,Pulmonary oedema; Pulmonary edema (NCI:C26868); emeda of the lung; lung edema,,,,,,,,,human-phenotype-ontology,NCI thesaurus,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder; Infection or Infestation,Respiratory System Disorder,Respiratory Tract Disorder,,,,,Respiratory tract infection,A disorder characterized as any of a number of infectious diseases involving the respiratory tract.,respiratory tract,infection of the respiratory tract,,,,,,,,,human-phenotype-ontology,,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder; Molecular Disorder,Non-Genetic or Non-Specified Gene Disorder,Metabolic Disorder,,,,,Retinoic acid syndrome,"A disorder characterized by weight gain, dyspnea, pleural and pericardial effusions, leukocytosis and/or renal failure originally described in patients treated with all-trans retinoic acid. (NCI CTCAE)",kidney; leukocyte,,,,,,,,,,,NCI CTCAE,,,
Modify,19-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Respiratory Tract Disorder,,,,,Rhinitis,A disorder characterized by an inflammation of the nasal mucosal. (NCI CTCAE),nose,coryza,,,,,,,Chronic rhinitis,,HMDB,NCI CTCAE,,,
Modify,8-Nov-17,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,,,,,,Sleep apnea,A disorder characterized by cessation of breathing for short periods during sleep. (NCI CTCAE),,Sleep apnoea; Sleep Apnea Syndrome,,,,,,,,,HMDB,NCI CTCAE,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Integumentary System Disorder,Skin Disorder,,,,,Dermal fibroproliferative disorder,"An epithelial disorder in which keloid or hypertrophic scars following trauma, inflammation, surgery, burns or possibly spontaneously.",,,,Keloid scar; Hypertrophic scar;,,,,,,,HMDB,,,,
Modify,19-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Integumentary System Disorder,Skin Disorder,,,,,Acne,A disorder of the skin in which oil glands and hair glands become inflamed.,oil gland; hair gland,Acne (NCI:C27195); Acne vulgaris,,,,,,,,,human-phenotype-ontology,,,,
